,ts_code,end_date,bz_item,bz_sales,bz_profit,bz_cost,curr_type
90,600299.SH,20111231,氯丁橡胶,516648655.2,38676782.78,477971872.42,CNY
91,600299.SH,20111231,商品贸易,1749969653.47,78174823.16,1671794830.31,CNY
92,600299.SH,20111231,有机硅,1602160886.6,31700192.25,1570460694.35,CNY
93,600299.SH,20110630,化工设备,575457866.62,79468206.64,495989659.98,CNY
94,600299.SH,20110630,其他业务,504418663.93,112645171.44,391773492.49,CNY
95,600299.SH,20110630,苯酚、丙酮、苯酐、顺酐,854282891.93,127788746.47,726494145.46,CNY
96,600299.SH,20110630,有机硅,767604297.32,59514149.69,708090147.63,CNY
97,600299.SH,20110630,商品贸易,735057619.82,29831904.38,705225715.44,CNY
98,600299.SH,20110630,其他化工产品,620522036.63,105260049.97,515261986.66,CNY
99,600299.SH,20110630,氯丁橡胶,273834324.45,38090657.31,235743667.14,CNY
0,600309.SH,20190630,精细化学品及新材料系列,3237616696.2,849668827.65,2387947868.55,CNY
1,600309.SH,20190630,其他业务,379418658.46,82603404.67,296815253.79,CNY
2,600309.SH,20190630,其他主营业务,3925709397.69,1200172804.64,2725536593.05,CNY
3,600309.SH,20190630,聚氨酯系列,16483558506.72,7029002505.95,9454556000.77,CNY
4,600309.SH,20190630,石化系列,7512694511.58,748803366.44,6763891145.14,CNY
5,600309.SH,20181231,石化系列,18907545756.05,1886412502.53,17021133253.52,CNY
6,600309.SH,20181231,精细化学品及新材料系列,5702962374.42,1786625531.11,3916336843.31,CNY
7,600309.SH,20181231,聚氨酯系列,30951891911.57,15567577928.5,15384313983.07,CNY
8,600309.SH,20181231,其他主营业务,4299505343.13,1224816116.93,3074689226.2,CNY
9,600309.SH,20181231,其他业务,759288051.74,41404476.65,717883575.09,CNY
10,600309.SH,20180630,石化系列,8319781131.74,979528884.48,7340252247.26,CNY
11,600309.SH,20180630,其他业务,262935851.61,6706504.98,256229346.63,CNY
12,600309.SH,20180630,其他主营业务,1974271936.21,606911363.06,1367360573.15,CNY
13,600309.SH,20180630,精细化学品及新材料系列,2686001269.51,898245442.03,1787755827.48,CNY
14,600309.SH,20180630,聚氨酯系列,16811184449.68,9567241999.0,7243942450.68,CNY
15,600309.SH,20171231,石化系列,15306967065.83,1910005006.61,13396962059.22,CNY
16,600309.SH,20171231,其他业务,383010445.82,34427150.33,348583295.49,CNY
17,600309.SH,20171231,聚氨酯系列,29834099891.78,16529821091.18,13304278800.6,CNY
18,600309.SH,20171231,精细化学品及新材料系列,4197379237.07,1322132500.29,2875246736.78,CNY
19,600309.SH,20171231,其他主营业务,3401716618.31,1293534048.2,2108182570.11,CNY
20,600309.SH,20170630,精细化学品及新材料系列,1767497460.9,557654218.09,1209843242.81,CNY
21,600309.SH,20170630,其他业务,66136182.57,11823487.19,54312695.38,CNY
22,600309.SH,20170630,其他主营业务,1699774409.73,584023699.87,1115750709.86,CNY
23,600309.SH,20170630,石化系列,6917184715.76,1001684595.45,5915500120.31,CNY
24,600309.SH,20170630,聚氨酯系列,13979493707.81,7328722972.78,6650770735.03,CNY
25,600309.SH,20161231,功能材料系列,1234564281.76,313123932.81,921440348.95,CNY
26,600309.SH,20161231,聚氨酯系列,16417266624.29,6668682395.86,9748584228.43,CNY
27,600309.SH,20161231,其他,2414713366.12,458346510.42,1956366855.7,CNY
28,600309.SH,20161231,石化系列,8260636790.84,1173052596.2,7087584194.64,CNY
29,600309.SH,20161231,特种化学品系列,1497026498.9,689011051.9,808015447.0,CNY
30,600309.SH,20161231,其他业务,275653968.53,52835793.18,222818175.35,CNY
31,600309.SH,20160630,其他,480112980.18,90652593.69,389460386.49,CNY
32,600309.SH,20160630,石化系列,3716044728.38,568513404.81,3147531323.57,CNY
33,600309.SH,20160630,其他业务,165640667.25,8014030.65,157626636.6,CNY
34,600309.SH,20160630,聚氨酯系列,8113971624.85,2956637941.89,5157333682.96,CNY
35,600309.SH,20151231,石化系列,1690574196.85,236094925.59,1454479271.26,CNY
36,600309.SH,20151231,其他,997039091.97,182984095.33,814054996.64,CNY
37,600309.SH,20151231,聚氨酯系列,16521666743.88,5450836084.09,11070830659.79,CNY
38,600309.SH,20151231,其他业务,283102856.83,2502357.92,280600498.91,CNY
39,600309.SH,20150630,其他,3537811258.36,955111423.23,2582699835.13,CNY
40,600309.SH,20150630,异氰酸酯,6472402691.58,2362895943.84,4109506747.74,CNY
41,600309.SH,20150630,其他业务,32049417.98,6227235.27,25822182.71,CNY
42,600309.SH,20141231,其他,6971480358.71,1339275335.36,5632205023.35,CNY
43,600309.SH,20141231,异氰酸酯,15013757376.12,5456934502.75,9556822873.37,CNY
44,600309.SH,20141231,其他业务,103130753.91,22518914.74,80611839.17,CNY
45,600309.SH,20140630,其他,3616635496.89,744459096.85,2872176400.04,CNY
46,600309.SH,20140630,其他业务,123526480.55,10086434.88,113440045.67,CNY
47,600309.SH,20140630,异氰酸酯,7924659031.97,2786978983.39,5137680048.58,CNY
48,600309.SH,20131231,其他,5208368824.49,1205518493.92,4002850330.57,CNY
49,600309.SH,20131231,其他业务,124645498.42,34814539.07,89830959.35,CNY
50,600309.SH,20131231,异氰酸酯,14904958895.08,5414691005.13,9490267889.95,CNY
51,600309.SH,20130630,其他,2265118601.54,598424684.82,1666693916.72,CNY
52,600309.SH,20130630,其他业务,28230897.34,7735229.28,20495668.06,CNY
53,600309.SH,20130630,异氰酸酯,7682553071.75,2940565621.5,4741987450.25,CNY
54,600309.SH,20121231,异氰酸酯,12325050835.45,4578589757.58,7746461077.87,CNY
55,600309.SH,20121231,其他,3531784573.99,962028734.55,2569755839.44,CNY
56,600309.SH,20121231,其他业务,85291107.35,19638531.06,65652576.29,CNY
57,600309.SH,20120630,其他业务,19480457.36,3772056.02,15708401.34,CNY
58,600309.SH,20120630,其他,1576438038.3,490685309.42,1085752728.88,CNY
59,600309.SH,20120630,异氰酸酯,5564251379.57,1851734332.02,3712517047.55,CNY
60,600309.SH,20111231,异氰酸酯,10613070401.88,3499770243.13,7113300158.75,CNY
61,600309.SH,20111231,其他业务,34031373.13,10178632.44,23852740.69,CNY
62,600309.SH,20111231,其他,3015205564.37,663693642.57,2351511921.8,CNY
63,600309.SH,20110630,纯MDI,1808192078.02,837507376.91,970684701.11,CNY
64,600309.SH,20110630,异氰酸酯,5411399328.78,1958010662.1,3453388666.68,CNY
65,600309.SH,20110630,其他,1454058018.71,281232119.86,1172825898.85,CNY
66,600309.SH,20110630,其他业务,12988298.38,1262526.36,11725772.02,CNY
67,600309.SH,20110630,聚合MDI,3603207250.76,1120503285.19,2482703965.57,CNY
68,600309.SH,20101231,纯MDI,2707447241.99,1009158018.68,1698289223.31,CNY
69,600309.SH,20101231,其他业务,28648908.87,14389808.94,14259099.93,CNY
70,600309.SH,20101231,异氰酸酯,7679180867.65,2126855661.48,5552325206.17,CNY
71,600309.SH,20101231,聚合MDI,4971733625.66,1117697642.8,3854035982.86,CNY
72,600309.SH,20101231,其他,1721947083.43,247021525.83,1474925557.6,CNY
73,600309.SH,20100630,纯MDI,1253516478.54,456679490.47,796836988.07,CNY
74,600309.SH,20100630,其他,801822737.42,144575903.68,657246833.74,CNY
75,600309.SH,20100630,聚合MDI,2316962388.1,535173458.23,1781788929.87,CNY
76,600309.SH,20100630,其他业务,8032286.45,853830.39,7178456.06,CNY
77,600309.SH,20100630,异氰酸酯,3570478866.64,991852948.7,2578625917.94,CNY
78,600309.SH,20091231,其他,974300539.6,114038564.05,860261975.55,CNY
79,600309.SH,20091231,纯MDI,2167443015.55,897863380.88,1269579634.67,CNY
80,600309.SH,20091231,其他业务,21825924.52,2563974.63,19261949.89,CNY
81,600309.SH,20091231,异氰酸酯,5496793234.81,1769551286.84,3727241947.97,CNY
82,600309.SH,20091231,聚合MDI,3329350219.26,871687905.96,2457662313.3,CNY
83,600309.SH,20090630,其他,418394304.04,50996687.9,367397616.14,CNY
84,600309.SH,20090630,聚合MDI,1342415547.9,293786193.14,1048629354.76,CNY
85,600309.SH,20090630,纯MDI,980202589.38,435453406.83,544749182.55,CNY
86,600309.SH,20090630,异氰酸酯,2322618137.28,729239599.97,1593378537.31,CNY
87,600309.SH,20090630,其他业务,8946534.99,3614438.88,5332096.11,CNY
88,600309.SH,20081231,纯MDI,2653370314.13,1206903497.48,1446466816.65,CNY
89,600309.SH,20081231,其他,1395324778.23,113710757.05,1281614021.18,CNY
90,600309.SH,20081231,聚合MDI,3599154201.9,1082694853.33,2516459348.57,CNY
91,600309.SH,20081231,其他业务,56543731.87,6887142.84,49656589.03,CNY
92,600309.SH,20081231,异氰酸酯,6252524516.03,2289598350.81,3962926165.22,CNY
93,600309.SH,20080630,聚合MDI,1904698375.34,732504203.99,1172194171.35,CNY
94,600309.SH,20080630,纯MDI,1442551078.48,719309729.07,723241349.41,CNY
95,600309.SH,20080630,其他,784754858.53,127450344.86,657304513.67,CNY
96,600309.SH,20080630,异氰酸酯,3347249453.82,1451813933.06,1895435520.76,CNY
97,600309.SH,20080630,其他业务,35732001.97,6398466.27,29333535.7,CNY
98,600309.SH,20071231,纯MDI,2501039809.34,1264825682.57,1236214126.77,CNY
99,600309.SH,20071231,其他业务,59665956.65,23794992.64,35870964.01,CNY
0,600332.SH,20190630,其他收入,57564745.36,11099888.84,46464856.52,CNY
1,600332.SH,20190630,大商业,20526806266.78,1397746483.76,19129059783.02,CNY
2,600332.SH,20190630,大南药,6760668903.25,3029514951.57,3731153951.68,CNY
3,600332.SH,20190630,化学药产品,3800004000.0,1718454000.0,2081550000.0,CNY
4,600332.SH,20190630,其他业务,141508052.11,105845539.74,35662512.37,CNY
5,600332.SH,20190630,大健康,5854279786.87,2902682313.5,2951597473.37,CNY
6,600332.SH,20190630,中成药产品,2960665000.0,1311061000.0,1649604000.0,CNY
7,600332.SH,20181231,化学药产品,5788045000.0,2494100000.0,3293945000.0,CNY
8,600332.SH,20181231,中成药产品,3847332000.0,1661918000.0,2185414000.0,CNY
9,600332.SH,20181231,大健康,9487459761.85,4120420959.62,5367038802.23,CNY
10,600332.SH,20181231,其他业务,253460538.53,195123973.52,58336565.01,CNY
11,600332.SH,20181231,大商业,22743867015.42,1572608534.86,21171258480.56,CNY
12,600332.SH,20181231,其他收入,113673687.68,25274670.26,88399017.42,CNY
13,600332.SH,20180630,其他业务,114236443.35,95890669.71,18345773.64,CNY
14,600332.SH,20180630,中成药产品,2154696000.0,962985000.0,1191711000.0,CNY
15,600332.SH,20180630,其他收入,49540287.92,11091141.55,38449146.37,CNY
16,600332.SH,20180630,大健康,5275237534.84,1976358661.28,3298878873.56,CNY
17,600332.SH,20180630,化学药产品,3031214000.0,1368273000.0,1662941000.0,CNY
18,600332.SH,20180630,大商业,4215089681.0,374799597.32,3840290083.68,CNY
19,600332.SH,20180630,其他产品,49540287.92,11091141.55,38449146.37,CNY
20,600332.SH,20180630,其他收入(行业),49540287.92,11091141.55,38449146.37,CNY
21,600332.SH,20171231,大南药,7795967320.8,3539692396.34,4256274924.46,CNY
22,600332.SH,20171231,大健康,8573656297.09,3879523779.73,4694132517.36,CNY
23,600332.SH,20171231,大商业,4328826261.87,326382779.78,4002443482.09,CNY
24,600332.SH,20171231,其他产品,90966221.5,20419376.69,70546844.81,CNY
25,600332.SH,20171231,其他收入,90966221.5,20419376.69,70546844.81,CNY
26,600332.SH,20171231,中成药产品,3913564000.0,1617944000.0,2295620000.0,CNY
27,600332.SH,20171231,化学药产品,3882403000.0,1921748000.0,1960655000.0,CNY
28,600332.SH,20171231,其他业务,164809088.27,124977508.71,39831579.56,CNY
29,600332.SH,20171231,其他收入(行业),90966221.5,20419376.69,70546844.81,CNY
30,600332.SH,20170630,其他收入(行业),36060671.92,4840360.45,31220311.47,CNY
31,600332.SH,20170630,大南药,3982815061.64,1864360673.57,2118454388.07,CNY
32,600332.SH,20170630,大健康,4999154853.29,2058186387.59,2940968465.7,CNY
33,600332.SH,20170630,大商业,2015425114.52,170398758.91,1845026355.61,CNY
34,600332.SH,20170630,其他产品,36060671.92,4840360.45,31220311.47,CNY
35,600332.SH,20170630,中成药产品,2069214000.0,861154000.0,1208060000.0,CNY
36,600332.SH,20170630,化学药产品,1913601000.0,1003207000.0,910394000.0,CNY
37,600332.SH,20170630,其他业务,81882758.54,62107918.42,19774840.12,CNY
38,600332.SH,20170630,其他收入,36060671.92,4840360.45,31220311.47,CNY
39,600332.SH,20161231,其他收入(行业),51030046.48,13024277.76,38005768.72,CNY
40,600332.SH,20161231,其他产品,51030046.48,13024277.76,38005768.72,CNY
41,600332.SH,20161231,大南药,6906387390.92,3012388966.27,3893998424.65,CNY
42,600332.SH,20161231,大健康,7769431121.54,3168386404.56,4601044716.98,CNY
43,600332.SH,20161231,其他业务,160502322.39,120737032.69,39765289.7,CNY
44,600332.SH,20161231,其他收入,51030046.48,13024277.76,38005768.72,CNY
45,600332.SH,20161231,大商业,5148330618.04,309081922.06,4839248695.98,CNY
46,600332.SH,20161231,化学药产品,3688359000.0,1558235000.0,2130124000.0,CNY
47,600332.SH,20161231,中成药产品,3218028000.0,1454154000.0,1763874000.0,CNY
48,600332.SH,20160630,大南药,3526248345.26,1599288705.61,1926959639.65,CNY
49,600332.SH,20160630,大商业,2535695589.52,163148295.42,2372547294.1,CNY
50,600332.SH,20160630,其他业务,77512344.85,58202719.97,19309624.88,CNY
51,600332.SH,20160630,大健康,4701483232.19,2296993214.73,2404490017.46,CNY
52,600332.SH,20160630,中成药产品,1450157000.0,664695000.0,785462000.0,CNY
53,600332.SH,20160630,其他收入(行业),16329808.27,4396848.52,11932959.75,CNY
54,600332.SH,20160630,化学药产品,2076091000.0,934593000.0,1141498000.0,CNY
55,600332.SH,20160630,其他收入,16329808.27,4396848.52,11932959.75,CNY
56,600332.SH,20160630,其他产品,16329808.27,4396848.52,11932959.75,CNY
57,600332.SH,20151231,大南药,6759160340.15,3012360256.05,3746800084.1,CNY
58,600332.SH,20151231,其他收入(行业),546738.5,106437.27,440301.23,CNY
59,600332.SH,20151231,大商业,4438327304.45,338446801.41,4099880503.04,CNY
60,600332.SH,20151231,化学药产品,3532512000.0,1486105000.0,2046407000.0,CNY
61,600332.SH,20151231,其他产品,546738.5,106437.27,440301.23,CNY
62,600332.SH,20151231,中成药产品,3226648000.0,1526255000.0,1700393000.0,CNY
63,600332.SH,20151231,大健康,7768457533.8,3450015353.05,4318442180.75,CNY
64,600332.SH,20151231,其他收入,546738.5,106437.27,440301.23,CNY
65,600332.SH,20151231,其他业务,158166382.0,123229401.2,34936980.8,CNY
66,600332.SH,20150630,制造业务,7987221787.84,3567956094.73,4419265693.11,CNY
67,600332.SH,20150630,贸易业务,2414083010.47,242923627.11,2171159383.36,CNY
68,600332.SH,20150630,其他业务,70851659.72,54169480.77,16682178.95,CNY
69,600332.SH,20141231,制造业务,14122230210.82,6081689411.28,8040540799.54,CNY
70,600332.SH,20141231,贸易业务,4492286769.04,396187258.31,4096099510.73,CNY
71,600332.SH,20141231,其他业务,185363624.75,148085133.51,37278491.24,CNY
72,600332.SH,20140630,制造业务,7597438766.14,3337432939.45,4260005826.69,CNY
73,600332.SH,20140630,贸易业务,2345481409.78,170494905.08,2174986504.7,CNY
74,600332.SH,20140630,其他业务,77370161.71,58752635.14,18617526.57,CNY
75,600332.SH,20131231,制造业务,13789907026.39,5428296201.68,8361610824.71,CNY
76,600332.SH,20131231,其他业务,145177599.3,107294955.39,37882643.91,CNY
77,600332.SH,20131231,贸易业务,3673108686.62,266307354.86,3406801331.76,CNY
78,600332.SH,20130630,其他业务,71507977.62,52873330.56,18634647.06,CNY
79,600332.SH,20130630,贸易业务,1743100166.13,127090733.93,1616009432.2,CNY
80,600332.SH,20130630,制造业务,7257864649.76,3069265326.11,4188599323.65,CNY
81,600332.SH,20121231,贸易业务,3543393070.18,208847543.05,3334545527.13,CNY
82,600332.SH,20121231,制造业务,4585260186.66,1985548154.4,2599712032.26,CNY
83,600332.SH,20121231,其他业务,100405281.22,79719068.83,20686212.39,CNY
84,600332.SH,20120630,贸易业务,1957961850.18,96121180.38,1861840669.8,CNY
85,600332.SH,20120630,医药贸易,1386646936.94,90031561.0,1296615375.94,CNY
86,600332.SH,20120630,其他业务,50322315.11,42347937.64,7974377.47,CNY
87,600332.SH,20120630,其他贸易,571314913.24,6089619.38,565225293.86,CNY
88,600332.SH,20120630,制造业务,1489761987.03,691796025.08,797965961.95,CNY
89,600332.SH,20111231,其他业务,94453663.64,78007360.56,16446303.08,CNY
90,600332.SH,20111231,医药贸易,2049749671.91,177947112.26,1871802559.65,CNY
91,600332.SH,20111231,其他贸易,760648411.45,8981296.37,751667115.08,CNY
92,600332.SH,20111231,贸易业务,2810398083.36,186928408.63,2623469674.73,CNY
93,600332.SH,20111231,制造业务,2534759871.46,1131924014.33,1402835857.13,CNY
94,600332.SH,20110630,贸易业务,1468235468.05,95322655.44,1372912812.61,CNY
95,600332.SH,20110630,制造业务,1302296328.35,566199913.23,736096415.12,CNY
96,600332.SH,20110630,医药贸易,1037990751.22,90599413.77,947391337.45,CNY
97,600332.SH,20110630,其他业务,46809514.17,37734272.79,9075241.38,CNY
98,600332.SH,20110630,其他贸易,430244716.83,4723241.67,425521475.16,CNY
99,600332.SH,20101231,制造业务,2188600144.71,1047176639.38,1141423505.33,CNY
0,600340.SH,20190630,土地整理,1257000615.6,133664876.29,1123335739.31,CNY
1,600340.SH,20190630,其他主营业务,1520947824.54,384555852.43,1136391972.11,CNY
2,600340.SH,20190630,产业发展服务,11874671546.59,9951575176.81,1923096369.78,CNY
3,600340.SH,20190630,基础设施建设,397386865.23,55809772.61,341577092.62,CNY
4,600340.SH,20190630,城市地产开发,22877510843.69,8191455749.71,14686055093.98,CNY
5,600340.SH,20190630,其他业务,236324407.64,90275116.3,146049291.34,CNY
6,600340.SH,20190630,综合服务,92805716.19,9910843.63,82894872.56,CNY
7,600340.SH,20190630,物业管理服务,473464982.7,55267871.68,418197111.02,CNY
8,600340.SH,20181231,物业管理服务,795835038.07,134440023.22,661395014.85,CNY
9,600340.SH,20181231,其他主营业务,1274491986.06,-1051412.68,1275543398.74,CNY
10,600340.SH,20181231,产业发展服务,23891961834.26,18474421206.49,5417540627.77,CNY
11,600340.SH,20181231,基础设施建设,213832162.4,25318959.11,188513203.29,CNY
12,600340.SH,20181231,综合服务,349785435.9,53261569.82,296523866.08,CNY
13,600340.SH,20181231,土地整理,5331044489.59,678832186.47,4652212303.12,CNY
14,600340.SH,20181231,其他业务,394409808.15,192002152.82,202407655.33,CNY
15,600340.SH,20181231,城市地产开发,51547229400.26,15322523643.19,36224705757.07,CNY
16,600340.SH,20180630,土地整理,3385820956.31,389054838.73,2996766117.58,CNY
17,600340.SH,20180630,其他业务,236991852.49,52559290.51,184432561.98,CNY
18,600340.SH,20180630,产业发展服务,10927187537.34,8465801967.49,2461385569.85,CNY
19,600340.SH,20180630,物业管理服务,285957387.78,16824810.17,269132577.61,CNY
20,600340.SH,20180630,基础设施建设,102057113.92,8242234.67,93814879.25,CNY
21,600340.SH,20180630,城市地产开发,18970968474.02,6709818955.88,12261149518.14,CNY
22,600340.SH,20180630,其他主营业务,1024687183.41,327173245.28,697513938.13,CNY
23,600340.SH,20180630,综合服务,40657435.53,3084498.04,37572937.49,CNY
24,600340.SH,20171231,产业发展服务,23085699216.53,21297084174.29,1788615042.24,CNY
25,600340.SH,20171231,土地整理,4790788222.74,622570957.18,4168217265.56,CNY
26,600340.SH,20171231,其他业务,335658323.14,60549783.17,275108539.97,CNY
27,600340.SH,20171231,城市地产开发,28930916812.36,6442825992.99,22488090819.37,CNY
28,600340.SH,20171231,综合服务,417498210.01,277011110.21,140487099.8,CNY
29,600340.SH,20171231,物业管理服务,462084487.78,65851542.52,396232945.26,CNY
30,600340.SH,20171231,其他主营业务,1450753350.61,-202448200.78,1653201551.39,CNY
31,600340.SH,20171231,基础设施建设,162021700.02,20171929.69,141849770.33,CNY
32,600340.SH,20171231,酒店、俱乐部及其他,1450753350.61,-202448200.78,1653201551.39,CNY
33,600340.SH,20170630,酒店、俱乐部及其他,562004403.65,-334710252.24,896714655.89,CNY
34,600340.SH,20170630,园区住宅配套,5239987349.51,29197714.86,5210789634.65,CNY
35,600340.SH,20170630,产业发展服务,13878821271.18,12869955798.47,1008865472.71,CNY
36,600340.SH,20170630,物业管理服务,175678451.32,-2245065.82,177923517.14,CNY
37,600340.SH,20170630,基础设施建设,26310114.49,2950480.62,23359633.87,CNY
38,600340.SH,20170630,其他业务,193071207.89,84017159.22,109054048.67,CNY
39,600340.SH,20170630,土地整理,613149337.46,76010248.45,537139089.01,CNY
40,600340.SH,20170630,城市地产开发,1569872704.22,79230492.02,1490642212.2,CNY
41,600340.SH,20161231,酒店、俱乐部及其他,507359415.42,-159257403.3,666616818.72,CNY
42,600340.SH,20161231,基础设施建设,746836270.86,102421864.9,644414405.96,CNY
43,600340.SH,20161231,物业管理服务,283908769.25,40040779.91,243867989.34,CNY
44,600340.SH,20161231,其他业务,364297405.22,32498277.58,331799127.64,CNY
45,600340.SH,20161231,综合服务,406508189.68,226827427.96,179680761.72,CNY
46,600340.SH,20161231,土地整理,5164951158.09,821877353.17,4343073804.92,CNY
47,600340.SH,20161231,园区住宅配套,26688026931.83,5496891354.95,21191135576.88,CNY
48,600340.SH,20161231,城市地产开发,8686662752.67,707948214.74,7978714537.93,CNY
49,600340.SH,20161231,其他,507359415.42,-159257403.3,666616818.72,CNY
50,600340.SH,20161231,产业发展服务,10972036582.85,10506185387.93,465851194.92,CNY
51,600340.SH,20160630,综合服务,180498162.64,26625077.03,153873085.61,CNY
52,600340.SH,20160630,城市地产开发,2511155358.5,412691434.04,2098463924.46,CNY
53,600340.SH,20160630,酒店、俱乐部及其他,145091269.71,-300264010.78,445355280.49,CNY
54,600340.SH,20160630,产业发展服务,7658882787.31,7132986719.87,525896067.44,CNY
55,600340.SH,20160630,物业管理服务,109223850.28,-1720382.05,110944232.33,CNY
56,600340.SH,20160630,其他业务,70234100.53,-50151310.38,120385410.91,CNY
57,600340.SH,20160630,园区住宅配套,4837637848.19,1254999240.58,3582638607.61,CNY
58,600340.SH,20160630,基础设施建设,52858984.09,16669291.12,36189692.97,CNY
59,600340.SH,20160630,土地整理,2039253017.43,366458546.38,1672794471.05,CNY
60,600340.SH,20151231,其他,232436231.57,-267379908.22,499816139.79,CNY
61,600340.SH,20151231,产业发展服务,6343086743.3,6026567143.84,316519599.46,CNY
62,600340.SH,20151231,综合服务,383802606.97,145328765.07,238473841.9,CNY
63,600340.SH,20151231,物业管理服务,115986620.94,17326950.52,98659670.42,CNY
64,600340.SH,20151231,园区住宅配套,20306925535.0,6184935951.31,14121989583.69,CNY
65,600340.SH,20151231,其他业务,243923148.42,24048969.35,219874179.07,CNY
66,600340.SH,20151231,基础设施建设,37809317.8,15421073.76,22388244.04,CNY
67,600340.SH,20151231,城市地产开发,7661446945.08,698991964.65,6962454980.43,CNY
68,600340.SH,20151231,土地整理,3009272546.02,386085758.8,2623186787.22,CNY
69,600340.SH,20151231,酒店、俱乐部及其他,232436231.57,-267379908.22,499816139.79,CNY
70,600340.SH,20150630,其他,52910406.08,-71895877.98,124806284.06,CNY
71,600340.SH,20150630,基础设施建设,34810178.75,12421934.71,22388244.04,CNY
72,600340.SH,20150630,产业发展服务,4519859103.57,4332684771.17,187174332.4,CNY
73,600340.SH,20150630,其他业务,57430441.24,5089754.02,52340687.22,CNY
74,600340.SH,20150630,园区住宅配套,5264060881.0,1553213170.5,3710847710.5,CNY
75,600340.SH,20150630,酒店、俱乐部及其他,52910406.08,-71895877.98,124806284.06,CNY
76,600340.SH,20150630,综合服务,348868605.78,129002038.29,219866567.49,CNY
77,600340.SH,20150630,物业管理服务,25252248.9,-20357484.58,45609733.48,CNY
78,600340.SH,20150630,土地整理,2801468001.27,365174159.47,2436293841.8,CNY
79,600340.SH,20150630,城市地产开发,3767583867.08,100296620.46,3667287246.62,CNY
80,600340.SH,20141231,产业发展服务,3568083854.87,3457070435.11,111013419.76,CNY
81,600340.SH,20141231,土地整理,2632050913.7,377308266.35,2254742647.35,CNY
82,600340.SH,20141231,综合服务,72264043.49,9920789.43,62343254.06,CNY
83,600340.SH,20141231,其他业务,401082427.31,208337632.76,192744794.55,CNY
84,600340.SH,20141231,其他,80096590.02,-91397761.66,171494351.68,CNY
85,600340.SH,20141231,园区住宅配套,15806947589.0,4505008440.68,11301939148.32,CNY
86,600340.SH,20141231,城市地产开发,2729757687.0,640323687.26,2089433999.74,CNY
87,600340.SH,20141231,物业管理服务,162968955.81,-43378502.1,206347457.91,CNY
88,600340.SH,20141231,酒店、俱乐部及其他,80096590.02,-91397761.66,171494351.68,CNY
89,600340.SH,20141231,基础设施建设,1432296430.26,553151499.29,879144930.97,CNY
90,600340.SH,20140630,产业发展服务,3568083854.87,3457070435.11,111013419.76,CNY
91,600340.SH,20140630,物业管理服务,6685397.43,-3384451.54,10069848.97,CNY
92,600340.SH,20140630,其他业务,76017968.76,16704968.9,59312999.86,CNY
93,600340.SH,20140630,城市地产开发,916422031.0,95343271.0,821078760.0,CNY
94,600340.SH,20140630,酒店、俱乐部及其他,31947815.96,-22215631.5,54163447.46,CNY
95,600340.SH,20140630,其他,31947815.96,-22215631.5,54163447.46,CNY
96,600340.SH,20140630,土地整理,2287383017.7,342354799.14,1945028218.56,CNY
97,600340.SH,20140630,综合服务,66654043.49,17893801.41,48760242.08,CNY
98,600340.SH,20140630,园区住宅配套,4429295679.0,1307963124.96,3121332554.04,CNY
99,600340.SH,20131231,其他业务,28833984.31,-27112696.6,55946680.91,CNY
0,600346.SH,20190630,其他主营业务,331792159.58,,,CNY
1,600346.SH,20190630,对二甲苯生产销售,16472099930.06,,,CNY
2,600346.SH,20190630,内部抵销,-8431632067.47,,,CNY
3,600346.SH,20190630,炼化分部,16472099930.06,,,CNY
4,600346.SH,20190630,聚酯分部,12194587691.47,,,CNY
5,600346.SH,20190630,石化分部,21766424883.78,,,CNY
6,600346.SH,20181231,工程塑料,1520531600.0,305796800.0,1214734800.0,CNY
7,600346.SH,20181231,其他业务,344551771.95,170557518.46,173994253.49,CNY
8,600346.SH,20181231,贸易,3083868400.0,2586200.0,3081282200.0,CNY
9,600346.SH,20181231,PTA(产品),31477092800.0,2669749500.0,28807343300.0,CNY
10,600346.SH,20181231,热电,571451000.0,130296300.0,441154700.0,CNY
11,600346.SH,20181231,聚酯切片,5990013200.0,588721900.0,5401291300.0,CNY
12,600346.SH,20181231,民用涤纶长丝,13309311700.0,2698431500.0,10610880200.0,CNY
13,600346.SH,20181231,聚酯薄膜,1702441700.0,428570100.0,1273871600.0,CNY
14,600346.SH,20181231,其他主营业务,338841900.0,136330700.0,202511200.0,CNY
15,600346.SH,20181231,工业涤纶长丝,1729151100.0,522970200.0,1206180900.0,CNY
16,600346.SH,20180630,物流运输,99714960.22,14818534.28,84896425.94,CNY
17,600346.SH,20180630,精对苯二甲酸生产销售,22272180559.28,1818884689.93,20453295869.35,CNY
18,600346.SH,20180630,对二甲苯生产销售,93212679.55,185228.9,93027450.65,CNY
19,600346.SH,20180630,混凝土生产销售,207458652.71,70474411.84,136984240.87,CNY
20,600346.SH,20180630,内部抵销,-8114419599.92,-30795619.55,-8083623980.37,CNY
21,600346.SH,20180630,聚酯纤维制造,9098724857.97,1583174655.72,7515550202.25,CNY
22,600346.SH,20180630,塑料制品制造,2329521435.83,312218312.72,2017303123.11,CNY
23,600346.SH,20180630,热电,465862408.77,86349022.35,379513386.42,CNY
24,600346.SH,20171231,其他业务,314581907.02,148816445.71,165765461.31,CNY
25,600346.SH,20171231,民用涤纶长丝,11699282200.0,2355286100.0,9343996100.0,CNY
